id;x;y
242974910;-8.4106072;41.5427202
242974912;-8.4095262;41.5416869
242974913;-8.4094205;41.5415875
242974914;-8.4087398;41.5409718
242974916;-8.4084918;41.540742
242974917;-8.4082091;41.5404449
242975155;-8.4107616;41.5417018
242975839;-8.4100848;41.5406684
242976775;-8.4102235;41.54132
242976776;-8.4102783;41.5405803
242976777;-8.4116474;41.5406352
242978379;-8.4101504;41.5428814
242978381;-8.4096566;41.543073
242978384;-8.4090957;41.5428282
242978385;-8.4088329;41.5427268
242978386;-8.4083335;41.5425195
242978389;-8.4075917;41.5422244
242978728;-8.409153;41.5417403
242978880;-8.4082453;41.5411405
242983591;-8.4089587;41.5422862
242984113;-8.407633;41.5427306
242984115;-8.407353;41.5426215
242985274;-8.4096217;41.5437491
242987400;-8.4077859;41.5419017
242987402;-8.4072689;41.5427546
242987403;-8.4069753;41.5432528
242987407;-8.406976;41.5437095
242987410;-8.4073591;41.5441571
242987411;-8.4074472;41.5447423
242987413;-8.4076845;41.5456923
242987595;-8.4075613;41.5438257
242990477;-8.4113586;41.5446816
242990482;-8.4100567;41.5446093
242992016;-8.4105445;41.5452635
242992017;-8.4101469;41.5453815
242992019;-8.4086809;41.5455699
242992020;-8.4071489;41.5457657
242992023;-8.4048605;41.5453157
242992552;-8.4046842;41.5456847
242993218;-8.405244;41.5452792
242995644;-8.405992;41.5442762
242995931;-8.4075117;41.546235
242995933;-8.4069805;41.5460608
242995934;-8.4063274;41.5458475
242998393;-8.4085292;41.546468
242999918;-8.4078766;41.5470893
243000676;-8.4116764;41.5452038
243000722;-8.4121707;41.5443612
243000947;-8.4111106;41.5464046
243002306;-8.4104862;41.5454937
243005751;-8.4058794;41.5474273
243005753;-8.4058026;41.5471779
243006150;-8.4057114;41.5473915
243006152;-8.4055016;41.5474344
243777037;-8.4254406;41.5539449
243777880;-8.425608;41.5538184
243857805;-8.4221996;41.5481954
243857806;-8.4225092;41.5484534
243857807;-8.4231686;41.5491805
243857851;-8.4290631;41.5485451
243857884;-8.4241126;41.5496353
243891817;-8.4276208;41.5521182
243891818;-8.4279143;41.5528014
243891839;-8.4257325;41.5537041
243891845;-8.4265672;41.5540336
243891852;-8.4257828;41.5539409
243891925;-8.4253161;41.552962
243891939;-8.4265626;41.5528703
244029709;-8.4250881;41.5549102
244031614;-8.423089;41.544651
244031616;-8.4251153;41.5438687
244031912;-8.4229779;41.5443975
244035507;-8.4141555;41.5480014
244035508;-8.4135101;41.5471251
244035610;-8.413566;41.547103
244035690;-8.4097317;41.5480448
244035691;-8.410537;41.5477181
244035693;-8.4100496;41.5486482
244035694;-8.4109519;41.5482772
244035696;-8.4144536;41.5489248
245054852;-8.4283521;41.5486766
245054853;-8.4285426;41.5496324
245054899;-8.4281567;41.5476906
245054958;-8.4270732;41.5490582
245055914;-8.4282321;41.5518902
245055973;-8.4292247;41.5517349
245055974;-8.4289861;41.551548
245056277;-8.4309709;41.5500725
245056542;-8.4286794;41.5447471
245056544;-8.4284022;41.5471288
245056559;-8.4282073;41.5441432
245056560;-8.4276719;41.5439878
245056613;-8.4283536;41.5437238
245056836;-8.432713;41.5445786
245056837;-8.4315633;41.5446122
245058608;-8.4206764;41.5539199
245058609;-8.4212033;41.5535702
245058610;-8.4206632;41.5531377
245058611;-8.4201467;41.5535093
245058962;-8.4205498;41.5518102
245275913;-8.4220826;41.5469423
245548974;-8.4065774;41.5411809
245548975;-8.4062798;41.5412555
245549470;-8.4062443;41.5388295
245549485;-8.4060538;41.5386783
245549532;-8.4053382;41.5380838
245549574;-8.4103548;41.5346858
245549577;-8.4085144;41.5349311
245549579;-8.4073261;41.5354074
245549629;-8.4093044;41.5335283
245549637;-8.4081725;41.5335784
245549650;-8.404065;41.5335573
248805075;-8.418313;41.5489113
253420392;-8.40187;41.5551416
253420395;-8.4004904;41.5557156
253420452;-8.3987211;41.5565741
253420463;-8.3982694;41.5564848
253420925;-8.3981024;41.5530757
253420927;-8.4000709;41.5536481
253420936;-8.4002469;41.5522464
253420957;-8.3999994;41.5533914
253421136;-8.4011978;41.5511217
253421139;-8.4047056;41.5534373
253421627;-8.4101744;41.556756
253421679;-8.4101618;41.5575882
253421681;-8.4119083;41.5559225
253421682;-8.4113327;41.5563533
253421683;-8.4108864;41.5566433
253471884;-8.4099157;41.5565704
253471887;-8.4081622;41.556426
253471899;-8.4103504;41.5565668
253472199;-8.4107497;41.5568252
253472409;-8.4123954;41.5571879
253472932;-8.4116606;41.5620172
253472935;-8.4107801;41.5596242
253473171;-8.4113843;41.5611202
253473172;-8.4108842;41.5612167
253473174;-8.4113328;41.5609716
253473631;-8.4145221;41.557905
253475111;-8.413788;41.5583166
253475923;-8.4120425;41.5613665
253475924;-8.4114939;41.5614672
253476273;-8.4126888;41.5619845
253476902;-8.4124288;41.5619584
253477558;-8.4108737;41.56642
253479425;-8.4017674;41.5559284
253479430;-8.4014211;41.5555185
253480823;-8.4090918;41.558066
253986370;-8.4176586;41.5580044
253986652;-8.4155433;41.5581298
253986655;-8.4151381;41.5578122
253986660;-8.4150791;41.5582895
253986936;-8.4106636;41.5594041
253986940;-8.4102472;41.5593671
253986941;-8.4102319;41.5594701
253987263;-8.4076841;41.559899
253987334;-8.4078887;41.5599843
253987634;-8.4069918;41.5527018
254112123;-8.3975843;41.558179
254113008;-8.3975588;41.5562166
254113009;-8.3974167;41.5562428
254113011;-8.3972206;41.5564385
254120461;-8.3994088;41.5528232
254120463;-8.3993955;41.5531855
254120464;-8.3994873;41.5532262
254120468;-8.3999385;41.5530222
254120470;-8.3999302;41.5529476
254120646;-8.399495;41.5527832
263370859;-8.4484542;41.5315178
263371013;-8.4447369;41.5176167
263568172;-8.4661468;41.5320105
288201886;-8.439591;41.5349947
301414055;-8.4457219;41.5603873
301414060;-8.4420283;41.5579311
301414833;-8.4441907;41.5594134
301415190;-8.4422583;41.559732
301415199;-8.4457681;41.5600021
301513797;-8.4478203;41.5594153
330378787;-8.4183749;41.5542877
343666622;-8.4034656;41.5572138
343667008;-8.4015067;41.5577473
343667013;-8.3994417;41.5572617
343667018;-8.399434;41.5577801
343667181;-8.3994939;41.5581516
343667955;-8.4038517;41.559786
343668214;-8.4069237;41.5591451
343668215;-8.4069301;41.5592261
343668304;-8.4055918;41.5592236
343668305;-8.4056001;41.559304
343668306;-8.4063642;41.559259
343668422;-8.4037536;41.5588919
343670249;-8.4057941;41.5610968
343670375;-8.4058528;41.5616299
343670471;-8.4040231;41.5613442
343671198;-8.3991617;41.5645829
343671201;-8.3958348;41.5652349
343671329;-8.3940675;41.5637654
343672930;-8.3926552;41.5640863
343672931;-8.3927259;41.5638782
343672937;-8.3933842;41.5623659
343672939;-8.393796;41.5606239
343674162;-8.407107;41.5592563
343675645;-8.4142836;41.5559288
343675673;-8.4144548;41.5563537
343675936;-8.4169997;41.5546375
343675958;-8.4156793;41.5552641
343676031;-8.4149109;41.555636
343676521;-8.4211206;41.5559285
343676599;-8.4207235;41.5550068
343676622;-8.4214272;41.5551197
343676754;-8.4219671;41.5554285
343677045;-8.4220253;41.5536161
361089891;-8.4281512;41.5507855
361089893;-8.428729;41.55074
361089952;-8.4282552;41.5512532
361090709;-8.4274416;41.548949
361090716;-8.4285207;41.5474986
361090885;-8.4295947;41.5474812
361090887;-8.4294156;41.5486503
361090889;-8.4294035;41.5494127
361090890;-8.4296559;41.5500258
361090891;-8.4297362;41.5501997
361091146;-8.4310047;41.5470567
361091299;-8.4328906;41.5452306
361091340;-8.4311543;41.546196
361091390;-8.42884;41.5458456
361091392;-8.4282833;41.5462418
361091393;-8.4280028;41.5463323
361091496;-8.4329973;41.5446015
361091565;-8.4282972;41.5537327
361091678;-8.428255;41.5536304
410065945;-8.3819353;41.552749
410070642;-8.3761764;41.5627128
410070647;-8.3780945;41.5613702
410070651;-8.3795116;41.5601754
439351742;-8.4074295;41.5532641
439359544;-8.4076491;41.5541568
439359576;-8.4086519;41.5526592
439359593;-8.4107682;41.5520257
439359606;-8.4085933;41.5521746
450544086;-8.4402063;41.5537706
450544090;-8.4375986;41.5538468
450544091;-8.4372574;41.5537692
512515911;-8.4287941;41.5165173
512515912;-8.4290111;41.5166947
512515944;-8.4101333;41.5314184
512515954;-8.4106926;41.5340147
512515997;-8.4109098;41.5351124
512516003;-8.410406;41.5350548
512516030;-8.410379;41.5344794
512516058;-8.4089949;41.5352363
512516083;-8.4091981;41.5333904
512516093;-8.4085735;41.5325486
512516291;-8.4049715;41.5498213
512516296;-8.4032924;41.5501252
512516305;-8.4049476;41.5497454
512516309;-8.4032725;41.5500486
512516315;-8.4019889;41.5501968
512516322;-8.4034963;41.5508226
512516328;-8.4021737;41.5502712
512516346;-8.4030307;41.5493069
512516364;-8.404071;41.5491285
512516385;-8.4028334;41.5492029
512516398;-8.4039433;41.548723
512516416;-8.4046646;41.5512798
512516433;-8.4017376;41.5504833
512516452;-8.4014529;41.5508212
512516520;-8.3936852;41.5503457
512516772;-8.3953434;41.5517548
512516776;-8.3934467;41.5516098
512516845;-8.3941477;41.5534382
512516858;-8.3938533;41.5530414
512516877;-8.3935971;41.5507385
512516885;-8.3936321;41.5505826
512516896;-8.3938349;41.5497129
512517012;-8.3949354;41.5499635
512517049;-8.3934567;41.5506444
512517076;-8.3929747;41.5509898
512517175;-8.3898741;41.5528132
512517194;-8.3914228;41.5531613
512517234;-8.3908446;41.5540382
512517255;-8.3949954;41.554357
512517267;-8.3945003;41.554322
512517284;-8.3943186;41.5553717
512517334;-8.392912;41.5549961
512517350;-8.3887544;41.5563649
512517411;-8.3894171;41.5517242
512517419;-8.3887901;41.5505908
512517442;-8.389054;41.5547958
512517450;-8.3885557;41.5547854
512517457;-8.3869846;41.5547532
512517487;-8.3885594;41.5543357
512517505;-8.3885236;41.5552451
512517533;-8.3882793;41.5552394
512517543;-8.3882609;41.5554683
512517552;-8.3870518;41.5534513
512517582;-8.386422;41.5556174
512517631;-8.3882174;41.5524056
512517643;-8.3873665;41.5526389
512517644;-8.3854348;41.5526808
512517653;-8.3844393;41.5533349
512536000;-8.3874016;41.5568082
512536002;-8.3887552;41.5566052
512536007;-8.3871091;41.5570395
512536033;-8.384069;41.5570478
512536035;-8.3852195;41.5571208
512536041;-8.3861557;41.5558862
512536053;-8.3838977;41.557817
512536068;-8.3832864;41.5600995
512536083;-8.3840044;41.558794
512536089;-8.3828295;41.5629328
512536098;-8.3854845;41.5615151
512536100;-8.3848685;41.5612175
512536102;-8.3836345;41.5621933
512536103;-8.3833572;41.5624373
512536110;-8.3841591;41.5606233
512536133;-8.3836312;41.5626211
512536193;-8.387159;41.5617864
512536200;-8.3865394;41.5639363
512536201;-8.3872616;41.5639175
512536202;-8.3896893;41.5614305
512536215;-8.3909029;41.5620548
512536224;-8.3911684;41.5620293
512536228;-8.3901854;41.5628629
512536232;-8.3918592;41.5629728
512536267;-8.3913427;41.5631838
512536270;-8.3906323;41.5632955
512536271;-8.390403;41.5633316
512536274;-8.3900217;41.5633322
512536278;-8.3907454;41.5634494
512536282;-8.3911546;41.5648626
512536567;-8.3992821;41.5566849
512536568;-8.3983668;41.5572828
512540235;-8.4073133;41.5598059
512540245;-8.4069454;41.560117
512545101;-8.3958236;41.5426719
512545154;-8.4017057;41.5397158
512545156;-8.4047778;41.5396641
512545158;-8.4012006;41.5398504
512545161;-8.4014692;41.5398395
512545163;-8.400409;41.5398758
513899501;-8.4348971;41.5432079
513899507;-8.435337;41.5432741
513899534;-8.43526;41.5429194
518783286;-8.395583;41.5544558
518783835;-8.3951411;41.5544151
518783851;-8.3978113;41.55309
518783859;-8.3973731;41.5537404
518783873;-8.3983169;41.5539067
518783883;-8.3955147;41.5549099
545384302;-8.4136817;41.5331708
545384321;-8.4168934;41.5338743
545384368;-8.4191721;41.5344748
546319716;-8.4108028;41.5331088
546319725;-8.4120692;41.5326151
546319731;-8.4124203;41.5326608
546319789;-8.4150994;41.5357737
546319792;-8.4126359;41.5353388
546319801;-8.4120696;41.5357865
546319809;-8.4115975;41.5357094
563094980;-8.4203838;41.5613621
563094999;-8.4205704;41.5633216
649620241;-8.3976226;41.5534033
649742183;-8.4100741;41.5523692
649742206;-8.4021329;41.5579163
667884472;-8.3926206;41.5653399
667884476;-8.3911418;41.5655485
667884477;-8.391125;41.566145
667884478;-8.3891351;41.5655505
667884481;-8.3899939;41.565545
667884482;-8.3901172;41.5655478
667884483;-8.3918473;41.5649223
669619259;-8.3917067;41.5637022
674001519;-8.3986261;41.5583604
698805782;-8.3923955;41.5619489
698805786;-8.3924928;41.5623436
698805793;-8.3927014;41.562626
698805796;-8.3920368;41.5632089
698805797;-8.3913368;41.5638416
698805815;-8.3900022;41.5648713
698805816;-8.3901129;41.5648934
698805817;-8.3899935;41.5659788
698805818;-8.3901192;41.5661037
698805819;-8.3880569;41.5637981
698841668;-8.3936522;41.5604954
698841669;-8.3939022;41.5605647
698841670;-8.3935676;41.5602816
698841676;-8.3912479;41.5588573
698841677;-8.3916216;41.5590708
698841678;-8.3913579;41.559532
698841681;-8.391601;41.5611807
698841689;-8.3911488;41.5603738
699016674;-8.4251298;41.5859758
699016932;-8.4248941;41.5865424
699016969;-8.4330587;41.5753857
699017135;-8.4265569;41.5868914
699017317;-8.4282528;41.5825511
699017397;-8.4270085;41.5858048
699017403;-8.4328801;41.5743123
699017751;-8.4288635;41.5823512
699017816;-8.4318136;41.5765506
699017830;-8.4300798;41.5849624
699017875;-8.4273686;41.5870625
699017925;-8.4295626;41.5854773
699018000;-8.4279696;41.5856124
699018086;-8.432247;41.5832358
699018107;-8.4291883;41.5860219
699018210;-8.432712;41.5750655
699018334;-8.4262792;41.5853747
699018610;-8.4257271;41.5867205
703116605;-8.4091692;41.5489959
703116608;-8.4078007;41.5501916
722797584;-8.3883826;41.5875767
