u;v;oneway;length;geometry;name
26270764;1563743301;True;804.3610000000001;LINESTRING (-8.4041445 41.5403942, -8.4042459 41.5402682, -8.4043561 41.5401459, -8.4044929 41.5400201, -8.4046991 41.5398575, -8.404913 41.5396986, -8.4057094 41.5391442, -8.405905 41.5390056, -8.4061901 41.5387919, -8.4062899 41.5387068, -8.4063938 41.5386154, -8.4064909 41.5385183, -8.4065811 41.5384095, -8.4066626 41.5383029, -8.406731 41.538194, -8.4067904 41.5380852, -8.4068416 41.5379616, -8.4068892 41.5378055, -8.407077 41.5371143, -8.4071148 41.5369946, -8.4071655 41.5368814, -8.4072344 41.5367736, -8.4073172 41.5366666, -8.4074155 41.5365638, -8.4075174 41.5364729, -8.4076367 41.5363814, -8.4077621 41.5363006, -8.4078929 41.5362305, -8.4080322 41.5361693, -8.4081827 41.5361175, -8.4083482 41.5360774, -8.4085009 41.5360505, -8.4086913 41.5360254, -8.4092538 41.5359536, -8.4094851 41.5359226, -8.4096648 41.5358884, -8.4098158 41.5358494, -8.4100172 41.5357867, -8.4101872 41.5357253, -8.4103602 41.5356545, -8.4104938 41.5355921);['Avenida Miguel Torga', 'Avenida Francisco Salgado Zenha']
208911309;2439088601;True;376.0;LINESTRING (-8.4229398 41.5510799, -8.4215663 41.548835, -8.4212096 41.5482387, -8.421071 41.5480013);Avenida da Liberdade
208911309;243891925;True;308.834;LINESTRING (-8.4253161 41.552962, -8.4250262 41.5529724, -8.4248288 41.5529403, -8.424597 41.5528954, -8.4244254 41.5528183, -8.4243052 41.5527541, -8.4241336 41.5525999, -8.423811 41.5521066, -8.4236471 41.5518401, -8.4235223 41.5517086, -8.4229398 41.5510799);Avenida Central
208911309;1462972942;True;195.15;LINESTRING (-8.4215785 41.551775, -8.4217758 41.5517437, -8.4220324 41.5517351, -8.4230403 41.5516761, -8.4231073 41.5516527, -8.423133 41.5516006, -8.4231249 41.5514946, -8.423098 41.5513941, -8.4229398 41.5510799);Túnel da Avenida Central
208928897;1237237023;False;84.844;;Avenida Doutor Porfírio da Silva
208928897;3967858066;True;43.101000000000006;LINESTRING (-8.4130525 41.5456182, -8.4131315 41.5457275, -8.413166 41.5457758, -8.4132698 41.5459209, -8.4132975 41.5459597);Largo da Soutinha
208928897;1237236916;False;69.04599999999999;LINESTRING (-8.4130525 41.5456182, -8.4131388 41.5455501, -8.413148 41.5455429, -8.4133275 41.5454329, -8.4136887 41.545221);Rua dos Barbosas
208928897;243000947;True;185.896;LINESTRING (-8.4111106 41.5464046, -8.411181 41.5463845, -8.4123129 41.5460449, -8.4125216 41.5459552, -8.4126575 41.5458845, -8.4129089 41.5457322, -8.4129531 41.5456971, -8.4130525 41.5456182);Rua de Baixo
208928901;5402414489;False;51.206;;Rua André Soares
208928901;244035507;False;42.514;;Rua Doutor Francisco Duarte
208928901;210587666;True;141.203;;Avenida 31 de Janeiro
208928901;1251308118;True;74.29;;Avenida 31 de Janeiro
208949058;208954759;True;14.419;LINESTRING (-8.4256795 41.5444941, -8.4257386 41.5445364, -8.4258293 41.5445454);Avenida Imaculada Conceição
208949058;210959966;True;281.56100000000004;LINESTRING (-8.4256795 41.5444941, -8.4255747 41.5445188, -8.4232648 41.5450475, -8.422447 41.5452414);Avenida Imaculada Conceição
208949058;1563580673;True;22.589;LINESTRING (-8.4256419 41.5442956, -8.4256359 41.5443721, -8.4256475 41.5444188, -8.4256795 41.5444941);Rua Monsenhor Airosa
208949058;1563580674;True;17.015;;Avenida Imaculada Conceição
208954749;208954755;True;143.227;LINESTRING (-8.4224739 41.5453071, -8.4228905 41.5452123, -8.4233654 41.5451043, -8.4238911 41.5449895, -8.4241223 41.5449369);Avenida Imaculada Conceição
208954749;210606632;True;456.175;LINESTRING (-8.4178904 41.5472814, -8.4179241 41.5472197, -8.4185186 41.5466224, -8.4186989 41.546477, -8.4190121 41.5462724, -8.4192887 41.5461285, -8.4195196 41.546025, -8.4200254 41.5458607, -8.4205333 41.545729, -8.4222627 41.5453399, -8.4224739 41.5453071);['Avenida Imaculada Conceição', 'Avenida João XXI']
208954749;3028486901;True;225.151;LINESTRING (-8.41991 41.545947, -8.4200332 41.5458999, -8.4203127 41.545826, -8.4205636 41.5457597, -8.4222572 41.5453733, -8.4224739 41.5453071);Avenida Imaculada Conceição
208954755;1360770445;False;70.235;LINESTRING (-8.4241223 41.5449369, -8.4241448 41.5449902, -8.424374 41.5455398);Travessa Sá de Miranda
208954755;208954759;True;148.582;LINESTRING (-8.4241223 41.5449369, -8.4255786 41.5446044, -8.4256079 41.5445975, -8.4258293 41.5445454);Avenida Imaculada Conceição
208954759;245056560;True;165.944;LINESTRING (-8.4258293 41.5445454, -8.4265775 41.5443704, -8.4268808 41.5442897, -8.4271832 41.5441818, -8.4276719 41.5439878);Avenida Imaculada Conceição
208954759;1584782241;True;376.987;LINESTRING (-8.426354 41.5478799, -8.4263273 41.5478217, -8.4263075 41.5477786, -8.4262736 41.5476363, -8.4262401 41.5474416, -8.4261714 41.547074, -8.4260403 41.5463391, -8.4257688 41.5448394, -8.4257377 41.5446736, -8.4257456 41.5446318, -8.4258293 41.5445454);Rua de São Geraldo
208960680;208964311;True;26.012;LINESTRING (-8.4336953 41.5393323, -8.4336883 41.5392746, -8.4336855 41.5392239, -8.4336896 41.5391572, -8.4337006 41.5390993);Rua Cidade do Porto
208960680;1241184537;True;11.404;LINESTRING (-8.4336953 41.5393323, -8.4336663 41.5393186, -8.4336342 41.5393098, -8.4336003 41.539306, -8.4335661 41.5393076);Rua Cidade do Porto
208960680;1241184531;True;4.14;;Rua Cidade do Porto
208964311;1598969591;True;6.89;;Rua Cidade do Porto
208964311;1696094070;False;101.21900000000001;LINESTRING (-8.4337006 41.5390993, -8.4337485 41.5390223, -8.433802 41.5389456, -8.4340462 41.5386245, -8.4343001 41.5383078);Rua Cidade do Porto
208971339;2728010362;False;521.7950000000001;LINESTRING (-8.4412508 41.5307057, -8.4411259 41.5307727, -8.4409791 41.530862, -8.4407305 41.531031, -8.4405671 41.5311514, -8.4404491 41.5312443, -8.4403399 41.5313342, -8.4402563 41.5314077, -8.4401755 41.5314857, -8.4400753 41.5315906, -8.4400216 41.5316467, -8.4395613 41.532179, -8.4388248 41.5330359, -8.4385868 41.5333128, -8.4383497 41.5335895, -8.438024 41.5339804, -8.437912 41.5341121, -8.4376026 41.5344888);Rua Cidade do Porto
208971339;208971344;False;191.98600000000002;LINESTRING (-8.4412508 41.5307057, -8.4414601 41.5305836, -8.4415644 41.5305275, -8.4418774 41.5303763, -8.4421649 41.5302557, -8.442531 41.530127, -8.4428878 41.5300098, -8.443109 41.5299455, -8.4432799 41.5299053);Rua Cidade do Porto
208971339;2654108070;False;36.417;LINESTRING (-8.4412508 41.5307057, -8.4412099 41.5306544, -8.4411776 41.5305938, -8.4411686 41.5305562, -8.4411613 41.5304824, -8.4411713 41.5303924);Rua José Vidal da Costa
